adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
White Nile,SD09,SD09047,Kosti,135,27,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09047,Kosti,125,25,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09047,Kosti,95,19,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09047,Kosti,105,20,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09047,Kosti,95,19,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09047,Kosti,100,20,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09047,Kosti,105,21,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09047,Kosti,115,23,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09047,Kosti,105,21,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09047,Kosti,120,24,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09047,Kosti,135,27,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09047,Kosti,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09047,Kosti,110,22,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09047,Kosti,90,18,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09047,Kosti,130,26,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09047,Kosti,115,23,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09047,Kosti,110,22,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,135,27,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,0,0,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,125,25,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,105,21,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,65,13,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,55,11,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,65,13,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,115,23,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,100,20,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,125,25,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,110,22,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09046,Rabak,90,18,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,175,35,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,150,30,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,100,20,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,50,10,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09046,Rabak,50,10,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,45,9,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,55,11,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,115,23,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,60,12,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,125,25,Khartoum,SD01,SD01002,Um Bada
White Nile,SD09,SD09046,Rabak,115,23,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09046,Rabak,90,18,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,75,15,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09046,Rabak,50,10,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,50,10,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,65,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,60,12,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,55,11,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,70,14,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09046,Rabak,116,20,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,115,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09046,Rabak,40,8,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,30,7,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09046,Rabak,125,25,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09046,Rabak,90,18,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09046,Rabak,85,17,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,105,21,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,90,18,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,85,17,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,65,13,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,90,18,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,80,16,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,70,14,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,250,50,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,210,42,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,175,35,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,105,21,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,50,10,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,40,8,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,105,21,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,75,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,60,12,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,40,8,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,50,10,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,35,7,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,55,12,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,55,11,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,35,7,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,65,13,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,65,13,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,55,11,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,65,13,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,85,17,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,85,17,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,50,10,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,55,11,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,80,16,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,75,15,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,55,11,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,105,21,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,90,18,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,85,17,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,115,23,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,90,18,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,80,16,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,95,19,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09048,Tendalti,85,17,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,70,14,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,15,3,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,10,2,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,15,3,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,5,1,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,5,1,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,10,2,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,5,1,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09048,Tendalti,75,15,Khartoum,SD01,SD01005,Karrari
White Nile,SD09,SD09048,Tendalti,60,12,Khartoum,SD01,SD01002,Um Bada
White Nile,SD09,SD09048,Tendalti,45,9,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,95,19,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,80,16,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,70,14,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,40,8,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,75,15,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09048,Tendalti,70,14,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09048,Tendalti,45,9,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09048,Tendalti,40,8,Khartoum,SD01,SD01002,Um Bada
White Nile,SD09,SD09045,Um Rimta,460,92,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,405,81,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,375,75,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,260,52,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,355,71,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,270,54,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,215,43,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,160,32,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,440,88,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,330,66,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,285,57,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,245,49,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,150,30,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,150,30,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,250,50,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,200,40,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,150,30,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,125,25,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,180,36,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,125,25,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,175,35,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,250,50,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,250,50,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,250,50,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,350,70,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,300,60,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,200,40,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,215,43,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,185,37,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,100,20,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,250,50,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,150,30,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,200,40,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,175,35,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,115,23,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,160,32,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,100,20,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,110,22,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,185,37,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,175,35,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,200,40,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,125,25,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,190,38,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,135,27,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,155,31,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09045,Um Rimta,110,22,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09045,Um Rimta,150,30,Khartoum,SD01,SD01004,Sharg An Neel
White Nile,SD09,SD09045,Um Rimta,100,20,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09045,Um Rimta,225,45,Khartoum,SD01,SD01001,Jebel Awlia
Northern,SD17,SD17019,Ad Dabbah,315,63,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,260,52,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,175,35,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,930,186,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,835,167,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,740,148,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,650,130,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,595,119,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,325,65,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,930,186,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,870,174,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,810,162,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,715,143,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,675,135,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,560,112,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,525,105,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,485,97,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,430,86,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,685,137,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,615,123,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,600,120,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,450,90,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,430,86,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,1115,223,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,1075,215,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,930,186,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,870,174,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,760,152,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,445,89,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,405,81,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,350,70,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,300,60,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,450,90,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,395,79,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,355,71,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,250,50,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,250,50,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,250,50,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,3000,600,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,2910,582,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,2165,433,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,1955,391,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,1470,294,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,275,55,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,250,50,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,225,45,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,375,75,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,340,68,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,285,57,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,300,60,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,300,60,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,300,60,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17019,Ad Dabbah,325,65,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,305,61,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,270,54,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,200,40,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,145,29,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,680,136,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17019,Ad Dabbah,615,123,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17019,Ad Dabbah,590,118,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17019,Ad Dabbah,480,96,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17019,Ad Dabbah,435,87,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,125,25,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,290,58,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,235,47,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,230,46,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,290,58,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,260,52,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,195,39,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,155,31,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,270,54,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,240,48,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,230,46,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,275,55,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,270,54,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,255,51,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,250,50,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,520,104,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,500,100,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,450,90,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,405,81,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17016,Al Burgaig,75,15,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,100,20,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,210,42,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,175,35,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,340,68,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,330,66,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,295,59,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,285,57,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,55,11,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17016,Al Burgaig,255,51,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,250,50,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,225,45,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,250,50,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,75,15,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,200,40,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,200,40,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,200,40,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17016,Al Burgaig,270,54,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,250,50,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,230,46,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17016,Al Burgaig,75,15,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,210,42,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,425,85,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17016,Al Burgaig,300,60,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17016,Al Burgaig,225,45,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,75,15,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,160,32,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17016,Al Burgaig,205,41,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17016,Al Burgaig,205,41,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17018,Al Golid,410,82,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17018,Al Golid,360,72,Khartoum,SD01,SD01007,Khartoum
Northern,SD17,SD17018,Al Golid,315,63,Khartoum,SD01,SD01003,Bahri
Northern,SD17,SD17018,Al Golid,255,51,Khartoum,SD01,SD01002,Um Bada
Northern,SD17,SD17018,Al Golid,310,62,Khartoum,SD01,SD01004,Sharg An Neel
Northern,SD17,SD17018,Al Golid,260,52,Khartoum,SD01,SD01006,Um Durman
Northern,SD17,SD17018,Al Golid,200,40,Khartoum,SD01,SD01003,Bahri
